Fecha;Total;Otros;Plazos Fijos UVA;Plazos Fijos Tradicionales;Cuenta Corriente;Caja de Ahorros
2020-01-02;2768138;88994;24402,905;1234671,095;696738;723332
2020-01-03;2764348;82079;24650,591;1250619,409;683315;723684
2020-01-06;2727747;85890;25007,598;1254887,402;679390;682572
2020-01-07;2737971;82415;25228,14;1274139,86;659427;696761
2020-01-08;2752423;81018;25860,466;1284528,534;663153;697863
2020-01-09;2747577;79706;26121,626;1297930,374;658216;685603
2020-01-10;2812127;81808;26379,833;1311666,167;655902;736371
2020-01-13;2802313;84702;27460,974;1312665,026;672364;705121
2020-01-14;2827572;78593;27935,26;1327846,74;685161;708036
2020-01-15;2846758;75153;28169,243;1326054,757;701810;715571
2020-01-16;2850042;74174;28726,337;1340467,663;698966;707708
2020-01-17;2852332;72528;29345,572;1359205,428;685250;706003
2020-01-20;2863170;78532;31070,72;1342789,28;697777;713001
2020-01-21;2878407;75887;31930,806;1355509,194;686713;728367
2020-01-22;2886839;75391;32877,933;1350560,067;696658;731352
2020-01-23;2873363;72301;33694,958;1365456,042;686541;715370
2020-01-24;2885022;72225;34743,832;1376884,168;686009;715160
2020-01-27;2894690;78076;36491,925;1351163,075;692656;736303
2020-01-28;2918547;76340;38371,358;1366179,642;700442;737214
2020-01-29;2950072;79241;40711,163;1360429,837;713151;756539
2020-01-30;3005166;83637;42916,924;1370619,076;721490;786503
2020-01-31;3058916;79473;42185,168;1383859,832;708146;845252
2020-02-03;3049821;89086;46113,603;1347023,397;716799;850799
2020-02-04;3060804;89190;47172,863;1371269,137;712004;841168
2020-02-05;3074817;85180;48275,987;1372871,013;707683;860807
2020-02-06;3082951;83127;49170,405;1381224,595;694611;874818
2020-02-07;3078284;82324;50509,379;1382692,621;686408;876350
2020-02-10;3018399;91534;51564,669;1372840,331;688665;813795
2020-02-11;3005174;85735;52529,395;1390248,605;689491;787170
2020-02-12;2999699;82991;53712,723;1388706,277;692516;781773
2020-02-13;2997374;79026;54750,139;1394804,861;687924;780869
2020-02-14;2998528;76993;55408,155;1398236,845;690739;777151
2020-02-17;2986297;83204;56486,219;1395431,781;688253;762922
2020-02-18;2998687;82322;56540,762;1415342,238;685063;759419
2020-02-19;3000471;79696;56685,709;1410043,291;695975;758071
2020-02-20;3007750;78426;57094,684;1416706,316;694009;761514
2020-02-21;3010861;78849;57578,117;1426680,883;685405;762348
2020-02-26;3034474;88239;58009,713;1402157,287;728948;757120
2020-02-27;3079685;91005;58470,699;1414575,301;732769;782865
2020-02-28;3175839;86076;59863,423;1424699,577;728773;876427
2020-03-02;3166770;84776;60091,926;1420399,074;731266;870237
2020-03-03;3184866;84182;61169,067;1440130,933;731914;867470
2020-03-04;3205984;88699;61530,765;1438377,235;739044;878333
2020-03-05;3232484;82156;61969,216;1449410,784;727768;911180
2020-03-06;3217360;83060;62405,988;1459110,012;709188;903596
2020-03-09;3161614;89766;63001,083;1447345,917;714626;846875
2020-03-10;3146451;87049;63225,833;1462262,167;714968;818946
2020-03-11;3160283;86210;63092,641;1454977,359;732259;823744
2020-03-12;3156857;80487;63317,707;1464539,293;728858;819655
2020-03-13;3173764;78662;64052,114;1474521,886;728555;827973
2020-03-16;3168682;85492;64036,047;1466424,953;749470;803259
2020-03-17;3171189;83211;63641,816;1479942,184;747445;796949
2020-03-18;3184158;80193;63689,401;1478609,599;754672;806994
2020-03-19;3202928;80000;63438,659;1481350,341;774589;803550
2020-03-20;3233522;103067;63559,072;1453883,928;791533;821479
2020-03-25;3257028;115661;63739,585;1418946,415;821217;837464
2020-03-26;3329659;121190;63630,396;1426895,604;840082;877861
2020-03-27;3434630;125547;63646,005;1417990,995;839408;988038
2020-03-30;3465081;139940;63008,955;1405862,045;851528;1004742
