Fecha;Total;Otros;Plazos Fijos UVA;Plazos Fijos Tradicionales;Cuenta Corriente;Caja de Ahorros
2021-01-04;5101399;122105;58089,962;2208307,038;1264713;1448184
2021-01-05;5084725;112417;58460,011;2246188,989;1243723;1423936
2021-01-06;5102477;106426;58571,876;2274803,124;1240625;1422051
2021-01-07;5125819;102802;59383,378;2294824,622;1207825;1460984
2021-01-08;5113766;103695;61535,141;2291685,859;1197272;1459578
2021-01-11;5009400;114114;61767,398;2273797,602;1189710;1370011
2021-01-12;4993895;110691;61846,224;2302413,776;1180295;1338649
2021-01-13;4986135;100979;62219,032;2303342,968;1201517;1318077
2021-01-14;4998729;97376;62200,144;2314839,856;1204282;1320031
2021-01-15;5041609;95938;63370,248;2340229,752;1220062;1322009
2021-01-18;4984322;103349;63836,767;2323382,233;1186584;1307170
2021-01-19;4985860;101930;64499,43;2349282,57;1175828;1294320
2021-01-20;4987418;100574;65224,002;2348351,998;1179704;1293564
2021-01-21;4982293;97688;65619,887;2361822,113;1182763;1274400
2021-01-22;4967954;98547;66290,514;2369910,486;1183207;1249999
2021-01-25;4977927;101793;66299,796;2372823,204;1211007;1226004
2021-01-26;4993843;101972;66665,952;2393199,048;1209520;1222486
2021-01-27;5060844;101873;67301,841;2367630,159;1245599;1278440
2021-01-28;5138352;123880;67710,943;2376967,057;1263931;1305863
2021-01-29;5236833;109677;67679,723;2377277,277;1260050;1422149
2021-02-01;5220183;108129;68943,036;2392921,964;1241354;1408835
2021-02-02;5224667;109927;69516,817;2414230,183;1234554;1396439
2021-02-03;5237421;104834;70999,132;2390023,868;1240268;1431296
2021-02-04;5259804;113088;72253,066;2400507,934;1220718;1453237
2021-02-05;5249517;104183;73354,918;2422347,082;1207579;1442053
2021-02-08;5176509;111596;74280,579;2405162,421;1222300;1363170
2021-02-09;5179500;110018;74620,901;2435296,099;1208601;1350964
2021-02-10;5147313;108790;76024,459;2428925,541;1213677;1319896
2021-02-11;5161041;108503;76412,548;2430046,452;1218356;1327723
2021-02-12;5164226;102353;78041,177;2447410,823;1223202;1313219
2021-02-17;5141129;118398;79254,766;2403154,234;1260632;1279690
2021-02-18;5138573;111382;79973,273;2432522,727;1241020;1273675
2021-02-19;5164207;105499;81890,806;2449404,194;1249109;1278304
2021-02-22;5141598;113855;82826,293;2447476,707;1247707;1249733
2021-02-23;5171050;111163;83707,497;2477595,503;1249920;1248664
2021-02-24;5191887;105151;84746,052;2482428,948;1258988;1260573
2021-02-25;5274670;111881;85650,793;2494061,207;1274520;1308557
2021-02-26;5387597;109158;86760,372;2504143,628;1264906;1422629
2021-03-01;5407327;110324;89614,582;2475038,418;1260220;1472130
2021-03-02;5416155;112215;90277,78;2508377,22;1254619;1450666
2021-03-03;5440175;106810;90554,24;2515053,76;1245945;1481812
2021-03-04;5482981;118574;91116,009;2521739,991;1229323;1522228
2021-03-05;5486611;109976;92752,022;2524361,978;1211178;1548343
2021-03-08;5421072;115353;94126,909;2508682,091;1230355;1472555
2021-03-09;5393387;113056;94456,164;2528844,836;1214677;1442353
2021-03-10;5379662;107931;95730,038;2524386,962;1223983;1427631
2021-03-11;5380437;107876;96677,447;2539934,553;1238842;1397107
2021-03-12;5406210;102423;98052,051;2556050,949;1271562;1378122
2021-03-15;5369979;113896;99344,583;2536442,417;1312793;1307503
2021-03-16;5349494;108573;100415,761;2569293,239;1293167;1278045
2021-03-17;5359571;99031;100959,329;2592752,671;1291832;1274996
2021-03-18;5334265;97972;101308,404;2613463,596;1283903;1237618
