"Fecha","Total","Otros","Plazos Fijos UVA","Plazos Fijos Tradicionales","Cuenta Corriente","Caja de Ahorros"
2021-01-04,5101584,122103,57596.229,2208799.771,1264922,1448163
2021-01-05,5084907,112415,57919.654,2246717.346,1243934,1423921
2021-01-06,5102537,106423,58026.13,2275320.87,1240739,1422028
2021-01-07,5125981,102955,58835.381,2295390.619,1207825,1460975
2021-01-08,5113784,103718,60981.967,2292256.033,1197272,1459556
2021-01-11,5008317,113980,61220.368,2273721.632,1189631,1369764
2021-01-12,4992267,110003,61291.845,2302343.155,1180227,1338402
2021-01-13,4985940,101709,61661.359,2303275.641,1201468,1317826
2021-01-14,4996181,95750,61645.157,2314771.843,1204231,1319783
2021-01-15,5041287,96538,62806.725,2340166.275,1220011,1321765
2021-01-18,4981783,102149,63273.184,2323313.816,1186116,1306931
2021-01-19,4983760,101190,63916.49,2349203.51,1175367,1294083
2021-01-20,4987006,101430,64640.145,2348279.855,1179324,1293332
2021-01-21,4981310,98115,65031.533,2361754.467,1182235,1274174
2021-01-22,4963806,95882,65697.582,2369840.418,1182621,1249765
2021-01-25,4977293,102230,65699.83,2372749.17,1210827,1225787
2021-01-26,4992351,101498,66067.884,2393121.116,1209390,1222274
2021-01-27,5062713,103708,66698.421,2367530.579,1246541,1278235
2021-01-28,5137861,124231,67097.251,2377252.749,1263648,1305632
2021-01-29,5253099,123283,67735.716,2374875.284,1259119,1428086
2021-02-01,5216803,107134,68323.452,2392756.548,1240520,1408069
2021-02-02,5222511,108926,68871.063,2414095.937,1234447,1396171
2021-02-03,5239559,108331,70338.822,2390015.178,1240245,1430629
2021-02-04,5258585,112983,71402.331,2400527.669,1220751,1452921
2021-02-05,5248632,104416,72658.001,2422374.999,1207574,1441609
2021-02-08,5187127,111398,73586.264,2405208.736,1222082,1374852
2021-02-09,5189791,109309,73902.303,2435358.697,1208553,1362668
2021-02-10,5159264,109798,75301.579,2428983.421,1213617,1331564
2021-02-11,5171843,108537,75675.718,2430108.282,1218093,1339429
2021-02-12,5173850,102357,77288.314,2446373.686,1222933,1324898
2021-02-17,5151319,117851,78532.185,2402830.815,1260476,1291629
2021-02-18,5147455,109825,79468.786,2432293.214,1240252,1285616
2021-02-19,5162933,107624,81065.145,2448070.855,1248002,1278171
2021-02-22,5135961,109990,81984.219,2447304.781,1247196,1249486
2021-02-23,5168304,111202,82833.646,2478259.354,1247042,1248967
