Fecha;Total;Otros;Plazos Fijos UVA;Plazos Fijos Tradicionales;Cuenta Corriente;Caja de Ahorros
2020-01-02;3364146;127120;29559,232;1502650,768;916046;788770
2020-01-03;3348811;117723;29806,918;1524367,082;894003;782911
2020-01-06;3284818;123201;30918,925;1528925,075;855102;746671
2020-01-07;3291217;121830;31139,467;1550161,533;833050;755036
2020-01-08;3306542;121761;31829,931;1559299,069;843220;750432
2020-01-09;3315437;132195;32099,997;1573031,003;841439;736672
2020-01-10;3424536;136221;32358,204;1590320,796;884753;780883
2020-01-13;3435241;134651;33924,345;1591353,655;925608;749704
2020-01-14;3492775;120029;34448,631;1609841,369;957853;770603
2020-01-15;3507580;113493;34682,614;1611302,386;949312;798790
2020-01-16;3516078;113339;35239,708;1628179,292;932549;806771
2020-01-17;3537982;132713;35858,943;1660626,057;903784;805000
2020-01-20;3560625;118116;37584,091;1637208,909;962642;805074
2020-01-21;3597876;116200;38451,177;1651211,823;977858;814155
2020-01-22;3627010;112716;39398,304;1650694,696;1019579;804622
2020-01-23;3628348;110210;40215,329;1669403,671;1027897;780622
2020-01-24;3640780;112982;41264,203;1707270,797;1005275;773988
2020-01-27;3652986;116073;43326,296;1678116,704;1024475;790995
2020-01-28;3670440;116394;45207,729;1694203,271;1015756;798879
2020-01-29;3679100;116484;47567,534;1675669,466;1025524;813855
2020-01-30;3696773;119235;49775,295;1686903,705;977998;862861
2020-01-31;3691910;121326;49046,539;1698095,461;904992;918450
2020-02-03;3669768;129646;52971,974;1657160,026;898103;931887
2020-02-04;3651660;128686;54061,234;1682168,766;871183;915561
2020-02-05;3659461;124751;55174,358;1684752,642;860234;934549
2020-02-06;3667229;125826;56068,776;1694910,224;846372;944052
2020-02-07;3667056;129523;57673,75;1689529,25;848803;941527
2020-02-10;3610164;149279;58753,04;1671726,96;851972;878433
2020-02-11;3636245;131215;59721,766;1700342,234;895875;849091
2020-02-12;3641745;132188;60932,424;1702948,576;889707;855969
2020-02-13;3674964;118788;62611,38;1714249,62;938779;840536
2020-02-14;3660182;116272;63290,138;1727149,862;899828;853642
2020-02-17;3666960;127553;63872,202;1728068,798;889720;857746
2020-02-18;3706710;144656;64212,745;1753503,255;896535;847803
2020-02-19;3709412;121691;64357,692;1750524,308;940397;832442
2020-02-20;3749809;118974;64786,167;1755416,833;995452;815180
2020-02-21;3761071;120030;65322,257;1779633,743;969358;826727
2020-02-26;3784648;133179;65779,063;1742841,937;1025107;817741
2020-02-27;3831178;132827;66242,049;1752438,951;1037896;841774
2020-02-28;3849146;131972;67939,773;1763260,227;945181;940793
2020-03-02;3837376;124086;66315,276;1761968,724;923354;961652
2020-03-03;3850706;124648;67392,417;1786552,583;913388;958725
2020-03-04;3842244;128169;67737,115;1784242,885;898084;964011
2020-03-05;3861711;124444;69027,566;1792140,434;888367;987732
2020-03-06;3819602;127233;69724,338;1802759,662;857285;962600
2020-03-09;3778185;139273;70319,433;1784439,567;876198;907955
2020-03-10;3798426;141069;70622,033;1800338,967;912655;873741
2020-03-11;3842626;133912;70791,799;1796152,201;969001;872769
2020-03-12;3866182;120031;71070,907;1807726,093;976490;890864
2020-03-13;3860106;117769;71809,314;1820192,686;944821;905514
2020-03-16;3866339;129806;71397,247;1812835,753;958286;894014
2020-03-17;3892857;144001;71003,016;1830106,984;968056;879690
2020-03-18;3916151;124353;71163,601;1830585,399;1007560;882489
2020-03-19;3965655;121890;70912,859;1824698,141;1074057;874097
2020-03-20;3974294;150506;71033,272;1790420,728;1071289;891045
2020-03-25;4028188;170252;71216,785;1745141,215;1146028;895550
2020-03-26;4097426;177825;71107,596;1752597,404;1157294;938602
2020-03-27;4174874;182126;71310,205;1737988,795;1129877;1053572
2020-03-30;4181381;212944;70683,152;1704156,848;1116334;1077263
2020-04-01;4178789;217099;71184,956;1698371,044;1092987;1099147
2020-04-02;4219325;204790;71313,955;1730106,045;1086670;1126445
2020-04-03;4231018;214845;71401,393;1713924,607;1070880;1159967
2020-04-06;4223967;225453;71008,502;1701334,498;1028179;1197992
2020-04-07;4261094;222978;70917,554;1716371,446;1058829;1191998
2020-04-08;4269541;222215;71773,55;1709140,45;1069075;1197337
2020-04-13;4195689;249364;71775,088;1670543,912;1098906;1105100
2020-04-14;4227652;225849;73114,346;1705550,654;1144395;1078743
2020-04-15;4245858;214418;74952,552;1708632,448;1175819;1072036
2020-04-16;4224838;198410;75871,254;1729882,746;1170787;1049887
2020-04-17;4270064;207909;77151,526;1732339,474;1175374;1077290
2020-04-20;4263548;191073;77652,752;1724937,248;1211185;1058700
2020-04-21;4301034;181504;77902,24;1744363,76;1238027;1059237
2020-04-22;4309032;173990;78286,581;1782587,419;1231441;1042727
2020-04-23;4315891;163381;78189,301;1810771,699;1232476;1031073
2020-04-24;4329809;163534;79892,686;1820237,314;1214283;1051862
2020-04-27;4365491;161704;79350,315;1812960,685;1256646;1054830
2020-04-28;4401586;159328;79075,132;1823462,868;1252140;1087580
2020-04-29;4400242;164347;78057,922;1812639,078;1215761;1129437
2020-04-30;4440934;197715;77687,882;1802468,118;1170948;1192115
2020-05-04;4458893;189294;79494,551;1777884,449;1231267;1180953
2020-05-05;4507329;176763;80910,2;1798246,8;1257562;1193847
2020-05-06;4503539;173765;82760,832;1802927,168;1225642;1218444
2020-05-07;4507134;167919;83336,744;1827151,256;1179050;1249677
2020-05-08;4500512;163760;85757,514;1850101,486;1154212;1246681
2020-05-11;4513916;179572;86369,444;1864596,556;1208360;1175018
2020-05-12;4535187;173831;86829,173;1886733,827;1226521;1161272
2020-05-13;4603085;159378;87338,363;1881579,637;1273424;1201365
2020-05-14;4602813;153842;87758,686;1893552,314;1270031;1197629
2020-05-15;4597067;155164;88929,316;1897745,684;1237161;1218067
2020-05-18;4578186;162089;88416,188;1919652,812;1246318;1161710
2020-05-19;4611501;176070;87816,15;1955699,85;1252941;1138974
2020-05-20;4659852;152524;88183,843;1965444,157;1346679;1107021
2020-05-21;4660330;146963;88662,24;1987321,76;1335921;1101462
2020-05-22;4672843;145024;89910,464;2008055,536;1325616;1104237
2020-05-26;4657489;155655;89940,372;2011554,628;1329660;1070679
2020-05-27;4689400;151799;89897,375;2017229,625;1340402;1090072
2020-05-28;4805607;152752;89839,381;2025436,619;1394307;1143272
2020-05-29;4844149;159966;90813,955;2035694,045;1321191;1236484
2020-06-01;4795300;154135;89910,952;2036414,048;1306477;1208363
2020-06-02;4801458;147472;89261,711;2072610,289;1295293;1196821
2020-06-03;4845355;142140;87269,092;2075515,908;1336035;1204395
2020-06-04;4853033;146238;86652,934;2092468,066;1297789;1229885
2020-06-05;4838428;142324;86740,825;2114952,175;1257898;1236513
2020-06-08;4848124;152729;85634,499;2094277,501;1306760;1208723
2020-06-09;4847872;154531;85125,369;2132124,631;1288870;1187221
2020-06-10;4919684;156734;84281,759;2140091,241;1323662;1214915
2020-06-11;4940620;147925;84187,143;2156606,857;1346394;1205507
2020-06-12;4961625;136920;83984,317;2177841,683;1364989;1197890
2020-06-16;4919249;151991;81710,973;2160694,027;1367536;1157317
2020-06-17;4972272;178064;81140,263;2174858,737;1367289;1170920
2020-06-18;5010437;139205;80930,968;2193537,032;1427770;1168994
2020-06-19;5080881;137706;80665,522;2208469,478;1470529;1183511
2020-06-22;5070117;141738;80531,896;2199664,104;1477909;1170274
2020-06-23;5091459;137763;80097,498;2240553,502;1462922;1170123
2020-06-24;5103107;136393;80031,443;2262591,557;1441831;1182260
2020-06-25;5116878;133184;79703,789;2264519,211;1426791;1212680
2020-06-26;5126837;133845;79780,215;2276739,785;1385114;1251358
2020-06-29;5212714;147304;79640,795;2248593,205;1462909;1274267
2020-06-30;5210749;154150;79001,775;2274355,225;1356241;1347001
