Fecha;Brecha con CCL;Brecha con MEP
2021-01-04;76,1829166415228;68,0195762982712
2021-01-05;77,2338731602977;69,2905443620517
2021-01-06;75,1324357895308;70,0629156127282
2021-01-07;76,4114601025893;71,5773034877668
2021-01-08;74,0595835559978;70,4521369358328
2021-01-11;77,9908341414619;70,768427490204
2021-01-12;76,9160197492068;69,6361179391813
2021-01-13;77,0906892701288;69,1487798303888
2021-01-14;74,1826302398991;69,7931634522852
2021-01-15;77,2394617134193;69,5764912296622
2021-01-18;76,091625739107;68,8932243739658
2021-01-19;77,5084330820803;68,7717024561776
2021-01-20;75,6127745673079;68,8079509172866
2021-01-21;78,5546734342533;68,8741154677294
2021-01-22;79,6222683410063;68,5534950759831
2021-01-25;74,8570542037244;68,42014549733
2021-01-26;77,999231225438;68,7964956939621
2021-01-27;76,2530676066841;69,1681279078925
2021-01-28;75,6143767220774;69,5736306154337
2021-01-29;79,4153798832012;69,3918958463582
2021-02-01;75,4239425889656;69,3201253046844
2021-02-02;77,5727703372388;69,69489417471
2021-02-03;72,0702889055568;70,0794649725682
2021-02-04;74,4210835428839;70,4574200689192
2021-02-05;73,1641884036018;69,9917912812516
2021-02-08;67,0752273161912;69,6832937300124
2021-02-09;71,0893163862812;69,9235344095157
2021-02-10;74,6392044998047;69,4825742039694
2021-02-11;68,5843060200099;67,7086341995174
2021-02-12;68,3559790264981;66,768868374087
2021-02-16;63,6273073843906;66,768868374087
2021-02-17;65,3860184806306;61,3017477238799
2021-02-18;65,1117239123153;59,2101830344131
2021-02-19;64,1529250702289;57,7521234580218
2021-02-22;67,5097082187985;55,1790967401884
2021-02-23;60,2163331685252;56,2072260681743
2021-02-24;59,1406236180251;57,2283355388753
2021-02-25;67,2338041702319;58,1277454488735
2021-02-26;66,3324668768083;58,0016245109555
2021-03-01;69,0512136059748;59,6281054479904
2021-03-02;67,5133612422185;62,0857523490781
2021-03-03;70,3465566508122;61,9394581404014
2021-03-04;70,6371842673547;60,7034739013327
2021-03-05;68,3765127028158;61,4276831451622
2021-03-08;74,1407022751741;61,0414972054244
2021-03-09;67,6461540930016;60,3829482459219
2021-03-10;64,4075474902743;59,2033106875801
2021-03-11;63,3177461383691;58,9432013840423
2021-03-12;64,6066626601652;59,417330776191
2021-03-15;64,4524257427096;58,7779303634561
2021-03-16;63,996220475357;58,6706751237299
2021-03-17;63,1159632319175;59,2887775987485
2021-03-18;64,572427991709;58,533807414715
2021-03-19;63,637351826368;57,624516639582
2021-03-22;61,6048278294082;56,328649711891
2021-03-23;61,0273911565408;55,8085109762549
2021-03-25;59,9923365929701;53,95666733729
2021-03-26;57,4027377526264;50,7360191981537
2021-03-29;56,9041178387831;50,6467673166911
2021-03-30;58,4569181264445;52,6678771630975
2021-03-31;58,6723070394111;54,5773320476101
2021-04-05;58,9410578672641;53,7433011905669
2021-04-06;60,7990278538036;55,6687638814159
2021-04-07;61,9690416154825;55,700732477962
2021-04-08;62,377679208679;56,5854679886075
2021-04-09;63,0566178979749;56,1991452694147
2021-04-12;63,6837261697521;54,9178785184677
2021-04-13;62,4898988090507;54,155370592385
2021-04-14;61,6454171495151;55,1578747934312
2021-04-15;64,2323555238087;54,9200701391172
2021-04-16;61,8438592051691;54,9025243325077
2021-04-19;62,6396763586007;55,359105827429
2021-04-20;62,9509456885162;56,9699278581909
2021-04-21;63,6344239794223;56,3493246364804
2021-04-22;63,0584022869711;56,3307017977796
2021-04-23;63,5096211185682;59,3165423885714
2021-04-26;64,8300263035977;61,1068780415553
2021-04-27;64,9286504252629;62,307132053493
2021-04-28;66,0157331124136;62,493775191579
2021-04-29;66,7695478916973;62,7805665140156
2021-04-30;66,6179725265365;62,6743505140674
2021-05-03;67,6923835700735;63,2839339502681
