Fecha;M2;Cuenta Corriente;Caja de Ahorros;Circulante en poder del público
2021-01-04;4867367;1711475;1512044;1643848
2021-01-05;4789794;1665714;1484958;1639122
2021-01-06;4760512;1630829;1490788;1638895
2021-01-07;4746135;1589509;1516252;1640374
2021-01-08;4741047;1569084;1531359;1640604
2021-01-11;4661669;1582877;1435693;1643099
2021-01-12;4703828;1672954;1397816;1633058
2021-01-13;4756187;1744679;1384964;1626544
2021-01-14;4784835;1736351;1426610;1621874
2021-01-15;4755058;1709374;1430837;1614847
2021-01-18;4710312;1664891;1432010;1613411
2021-01-19;4678695;1660204;1414740;1603751
2021-01-20;4713596;1717005;1399044;1597547
2021-01-21;4722195;1756011;1372568;1593616
2021-01-22;4694857;1759704;1346082;1589071
2021-01-25;4684421;1793958;1301003;1589460
2021-01-26;4658118;1792315;1283075;1582728
2021-01-27;4723287;1796773;1346902;1579612
2021-01-28;4757640;1802445;1376596;1578599
2021-01-29;4778620;1708512;1487825;1582283
2021-02-01;4737419;1675672;1470954;1590793
2021-02-02;4707810;1664110;1454479;1589221
2021-02-03;4731707;1650581;1491338;1589788
2021-02-04;4735062;1636174;1506764;1592124
2021-02-05;4691500;1590142;1503167;1598191
2021-02-08;4629180;1609919;1408779;1610482
2021-02-09;4597693;1600719;1393480;1603494
2021-02-10;4619032;1654110;1365969;1598953
2021-02-11;4651289;1684775;1372388;1594126
2021-02-12;4640728;1673719;1377300;1589709
2021-02-17;4643135;1703997;1350338;1588800
2021-02-18;4616578;1679531;1360949;1576098
2021-02-19;4649087;1731061;1347471;1570555
2021-02-22;4656727;1780324;1305920;1570483
2021-02-23;4668065;1794676;1310576;1562813
2021-02-24;4670091;1786067;1324350;1559674
2021-02-25;4739861;1810364;1371197;1558300
2021-02-26;4757105;1709695;1484241;1563169
2021-03-01;4792382;1676445;1537696;1578241
2021-03-02;4743858;1646007;1520736;1577115
2021-03-03;4778652;1646583;1553492;1578577
2021-03-04;4788627;1618710;1587358;1582559
2021-03-05;4776095;1577014;1608902;1590179
2021-03-08;4727771;1600443;1520931;1606397
2021-03-09;4677503;1582618;1492447;1602438
2021-03-10;4768694;1688801;1480976;1598917
2021-03-11;4788658;1744581;1448116;1595961
2021-03-12;4796466;1753185;1450812;1592469
2021-03-15;4754183;1772651;1389976;1591556
2021-03-16;4710509;1753464;1375246;1581799
2021-03-17;4686952;1750344;1360434;1576174
2021-03-18;4670334;1782340;1314864;1573130
2021-03-19;4674213;1795640;1307128;1571445
2021-03-22;4666786;1787917;1303851;1575018
2021-03-23;4659355;1804425;1287153;1567777
2021-03-25;4748089;1892256;1290738;1565095
2021-03-26;4743375;1884877;1298140;1560358
2021-03-29;4818926;1960590;1296028;1562308
2021-03-30;4837222;1936177;1343877;1557168
2021-03-31;4878141;1837237;1482658;1558246
2021-04-05;4854677;1825941;1448344;1580392
2021-04-06;4821004;1805276;1439182;1576546
2021-04-07;4871051;1799910;1491243;1579898
2021-04-08;4863137;1782924;1494826;1585387
2021-04-09;4798652;1766485;1446205;1585962
2021-04-12;4782473;1839283;1356636;1586554
2021-04-13;4760796;1873876;1310056;1576864
2021-04-14;4845243;1900489;1369738;1575016
2021-04-15;4798096;1856959;1369102;1572035
2021-04-16;4658271;1747576;1341990;1568705
2021-04-19;4743728;1850234;1325460;1568034
2021-04-20;4774921;1914463;1299674;1560784
2021-04-21;4828022;1964336;1303912;1559774
2021-04-22;4854290;1989963;1304368;1559959
2021-04-23;4789737;1957886;1272635;1559216
2021-04-26;4809898;1993431;1252802;1563665
2021-04-27;4820890;1981352;1280250;1559288
2021-04-28;4925053;2055806;1309575;1559672
2021-04-29;4971683;2021060;1387439;1563184
2021-04-30;5014798;1949824;1492078;1572896
2021-05-03;4979257;1910474;1475067;1593716
2021-05-04;4951873;1879107;1474614;1598152
2021-05-05;5012245;1863882;1544911;1603452
2021-05-06;5034095;1847490;1566436;1620169
2021-05-07;4972245;1779718;1569129;1623398
2021-05-10;4902801;1814421;1450455;1637925
2021-05-11;4954125;1906357;1416202;1631566
2021-05-12;4988591;1947150;1414607;1626834
2021-05-13;5029356;1970767;1434659;1623930
2021-05-14;5047594;1956414;1469214;1621966
2021-05-17;5015976;1956463;1434608;1624905
2021-05-18;5012363;1979378;1415173;1617812
2021-05-19;5089065;2067030;1407339;1614696
2021-05-20;5096419;2085649;1395361;1615409
2021-05-21;5067419;2065417;1383848;1618154
2021-05-26;5077027;2074979;1379430;1622618
2021-05-27;5141376;2116599;1405309;1619468
2021-05-28;5174142;2062144;1490133;1621865
2021-05-31;5213797;2033638;1541130;1639029
2021-06-01;5189410;1940532;1604671;1644207
2021-06-02;5193720;1926641;1613089;1653990
2021-06-03;5138209;1859653;1613492;1665064
2021-06-04;5178049;1807668;1695356;1675025
